Data/Hora Inclusão,hex_data,protocol,message_type,serial,parser_result
2025-09-30 00:00:04.416,78780A13410604000101875AF50D0A,GT06,Heartbeat,0101,N/A
2025-09-30 00:04:04.487,78780A1341060400010188A2020D0A,GT06,Heartbeat,0101,N/A
2025-09-30 00:08:04.606,78780A1341060400010189B38B0D0A,GT06,Heartbeat,0101,N/A
2025-09-30 00:12:04.730,78780A134106030001018AB1CC0D0A,GT06,Heartbeat,0101,N/A
2025-09-30 00:16:04.801,78780A134106040001018B90990D0A,GT06,Heartbeat,0101,N/A
2025-09-30 00:19:51.884,78782F3219091E03132FC903379A18057D6B6000188C02D406C4AF0AAF7C1500000000672ED80000000B54F5422D018C00260D0A,GT06,Alarm,2D01,N/A
2025-09-30 00:20:05.639,78780A134106040001018DF5AF0D0A,GT06,Heartbeat,0101,N/A
2025-09-30 00:24:04.997,78780A134106040001018EC7340D0A,GT06,Heartbeat,0101,N/A
2025-09-30 00:28:05.255,78780A134106040001018FD6BD0D0A,GT06,Heartbeat,0101,N/A
2025-09-30 00:32:05.206,78780A13410604000101903ECB0D0A,GT06,Heartbeat,0101,N/A
2025-09-30 00:36:05.291,78780A13410604000101912F420D0A,GT06,Heartbeat,0101,N/A
2025-09-30 00:40:05.367,78780A134105040001019211A40D0A,GT06,Heartbeat,0101,N/A
2025-09-30 00:44:05.476,78780A1341050400010193002D0D0A,GT06,Heartbeat,0101,N/A
2025-09-30 00:48:05.563,78780A134105040001019474920D0A,GT06,Heartbeat,0101,N/A
2025-09-30 00:52:05.669,78780A1341050400010195651B0D0A,GT06,Heartbeat,0101,N/A
2025-09-30 00:56:05.773,78780A134105040001019657800D0A,GT06,Heartbeat,0101,N/A
2025-09-30 01:00:05.850,78780A134105040001019746090D0A,GT06,Heartbeat,0101,N/A
2025-09-30 01:04:05.962,78780A1341050400010198BEFE0D0A,GT06,Heartbeat,0101,N/A
2025-09-30 01:08:06.064,78780A1341050400010199AF770D0A,GT06,Heartbeat,0101,N/A
2025-09-30 01:12:06.151,78780A134105040001019A9DEC0D0A,GT06,Heartbeat,0101,N/A
2025-09-30 01:16:06.249,78780A134105040001019B8C650D0A,GT06,Heartbeat,0101,N/A
2025-09-30 01:19:53.324,78782F3219091E04132FC903379A18057D6B6000188C02D406C4AF0AAF7C1500000000672ED80000000B54F5422D019CD0B10D0A,GT06,Alarm,2D01,N/A
2025-09-30 01:20:06.917,78780A134105040001019DE9530D0A,GT06,Heartbeat,0101,N/A
2025-09-30 01:24:06.445,78780A134105040001019EDBC80D0A,GT06,Heartbeat,0101,N/A
2025-09-30 01:28:06.531,78780A134105040001019FCA410D0A,GT06,Heartbeat,0101,N/A
2025-09-30 01:32:06.639,78780A13410504000101A003350D0A,GT06,Heartbeat,0101,N/A
2025-09-30 01:36:06.726,78780A13410504000101A112BC0D0A,GT06,Heartbeat,0101,N/A
2025-09-30 01:40:06.836,78780A13410504000101A220270D0A,GT06,Heartbeat,0101,N/A
2025-09-30 01:44:06.916,78780A13410504000101A331AE0D0A,GT06,Heartbeat,0101,N/A
2025-09-30 01:48:07.014,78780A13410504000101A445110D0A,GT06,Heartbeat,0101,N/A
2025-09-30 01:52:07.114,78780A13410504000101A554980D0A,GT06,Heartbeat,0101,N/A
2025-09-30 01:56:07.226,78780A13410504000101A666030D0A,GT06,Heartbeat,0101,N/A
2025-09-30 02:00:07.327,78780A13410504000101A7778A0D0A,GT06,Heartbeat,0101,N/A
2025-09-30 02:04:07.414,78780A13410504000101A88F7D0D0A,GT06,Heartbeat,0101,N/A
2025-09-30 02:08:07.500,78780A13410504000101A99EF40D0A,GT06,Heartbeat,0101,N/A
2025-09-30 02:12:07.607,78780A13410504000101AAAC6F0D0A,GT06,Heartbeat,0101,N/A
2025-09-30 02:16:07.684,78780A13410504000101ABBDE60D0A,GT06,Heartbeat,0101,N/A
2025-09-30 02:19:54.785,78782F3219091E05132FC903379A18057D6B6000188C02D406C4AF0AAF7C1500000000672ED80000000B54F5422D01AC7FE50D0A,GT06,Alarm,2D01,N/A
2025-09-30 02:20:07.797,78780A13410504000101ADD8D00D0A,GT06,Heartbeat,0101,N/A
2025-09-30 02:24:07.885,78780A13410504000101AEEA4B0D0A,GT06,Heartbeat,0101,N/A
2025-09-30 02:28:08.265,78780A13410504000101AFFBC20D0A,GT06,Heartbeat,0101,N/A
2025-09-30 02:32:08.087,78780A13410504000101B013B40D0A,GT06,Heartbeat,0101,N/A
2025-09-30 02:36:08.161,78780A13410504000101B1023D0D0A,GT06,Heartbeat,0101,N/A
2025-09-30 02:40:08.258,78780A13410504000101B230A60D0A,GT06,Heartbeat,0101,N/A
2025-09-30 02:44:08.344,78780A13410504000101B3212F0D0A,GT06,Heartbeat,0101,N/A
2025-09-30 02:48:08.447,78780A13410504000101B455900D0A,GT06,Heartbeat,0101,N/A
