Data/Hora Inclusão,hex_data,protocol,message_type,serial,parser_result
2025-10-01 00:00:13.920,78782F32190A0103000CCA0326A1DC0574FB601A993002D4068A9E0F5E710C0100000083F3B00546000E93EF422D00E2413E0D0A,GT06,Alarm,2D00,N/A
2025-10-01 00:00:26.965,78780A13460604000100E3A1170D0A,GT06,Heartbeat,0100,N/A
2025-10-01 00:01:16.971,78782916190A0103010FCA032697B005750B2000195A0802D4068A9E5E710C440603FF010083F4DC00E40DBB0D0A,GT06,GPS Location,DC00,N/A
2025-10-01 00:01:17.895,78780A13440603000100E5C3460D0A,GT06,Heartbeat,0100,N/A
2025-10-01 00:01:38.975,78782916190A01030125CA032697B005750B2000195A0802D4068A9E5E710C460603FE010083F4DC00E6DB200D0A,GT06,GPS Location,DC00,N/A
2025-10-01 00:01:39.915,78780A13460603000100E7D7EF0D0A,GT06,Heartbeat,0100,N/A
2025-10-01 00:03:13.541,78782916190A0103030BC9032694C005750A380018A00802D4068A9E5E7134440604FF010083F4DC00E8FC7E0D0A,GT06,GPS Location,DC00,N/A
2025-10-01 00:03:13.952,78780A13440604000100E939F60D0A,GT06,Heartbeat,0100,N/A
2025-10-01 00:04:12.073,78782F32190A0103040BC9032694C005750A380018A002D4068A9E0F5E71340000000083F4DC04EC000E948C422D00EA0A110D0A,GT06,Alarm,2D00,N/A
2025-10-01 00:04:27.060,78780A13440604000100EB1AE40D0A,GT06,Heartbeat,0100,N/A
2025-10-01 00:06:13.101,78780A13450604000100ECF18E0D0A,GT06,Heartbeat,0100,N/A
2025-10-01 00:08:27.150,78780A13450604000100EDE0070D0A,GT06,Heartbeat,0100,N/A
2025-10-01 00:12:27.207,78780A13450604000100EED29C0D0A,GT06,Heartbeat,0100,N/A
2025-10-01 00:16:27.328,78780A13450604000100EFC3150D0A,GT06,Heartbeat,0100,N/A
2025-10-01 00:20:27.429,78780A13450604000100F02B630D0A,GT06,Heartbeat,0100,N/A
2025-10-01 00:24:28.508,78780A13450604000100F13AEA0D0A,GT06,Heartbeat,0100,N/A
2025-10-01 00:28:27.630,78780A13450604000100F208710D0A,GT06,Heartbeat,0100,N/A
2025-10-01 00:33:28.705,78780A13450602000100F322600D0A,GT06,Heartbeat,0100,N/A
2025-10-01 00:34:09.727,78780D01086520907184327100F559020D0A,GT06,Login,7100,N/A
2025-10-01 00:34:11.723,78780A13450603000100F67E890D0A,GT06,Heartbeat,0100,N/A
2025-10-01 00:37:42.422,78780A13450604000100F75FDC0D0A,GT06,Heartbeat,0100,N/A
2025-10-01 00:41:42.193,78780A13450604000100F8A72B0D0A,GT06,Heartbeat,0100,N/A
2025-10-01 00:45:42.045,78780A13450604000100F9B6A20D0A,GT06,Heartbeat,0100,N/A
2025-10-01 00:49:42.134,78780A13450604000100FA84390D0A,GT06,Heartbeat,0100,N/A
2025-10-01 00:53:42.237,78780A13450604000100FB95B00D0A,GT06,Heartbeat,0100,N/A
2025-10-01 00:57:42.337,78780A13450604000100FCE10F0D0A,GT06,Heartbeat,0100,N/A
2025-10-01 01:01:42.432,78780A13450604000100FDF0860D0A,GT06,Heartbeat,0100,N/A
2025-10-01 01:03:14.508,78782F32190A0104030BC9032694C005750A380018A002D4068A9E0F5E71030000000083F4DC04F6000E948C422D00FE44B70D0A,GT06,Alarm,2D00,N/A
2025-10-01 01:05:42.527,78780A13450604000100FFD3940D0A,GT06,Heartbeat,0100,N/A
2025-10-01 01:09:42.631,78780A1345060400010100C5340D0A,GT06,Heartbeat,0101,N/A
2025-10-01 01:13:42.736,78780A1345060400010101D4BD0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 01:17:42.834,78780A1345060400010102E6260D0A,GT06,Heartbeat,0101,N/A
2025-10-01 01:21:42.922,78780A1345060400010103F7AF0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 01:25:43.034,78780A134506040001010483100D0A,GT06,Heartbeat,0101,N/A
2025-10-01 01:29:43.112,78780A134506040001010592990D0A,GT06,Heartbeat,0101,N/A
2025-10-01 01:33:43.207,78780A1345060400010106A0020D0A,GT06,Heartbeat,0101,N/A
2025-10-01 01:37:43.302,78780A1345060400010107B18B0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 01:41:43.892,78780A1345060400010108497C0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 01:45:43.514,78780A134506040001010958F50D0A,GT06,Heartbeat,0101,N/A
2025-10-01 01:49:43.618,78780A134506040001010A6A6E0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 01:53:43.720,78780A134506040001010B7BE70D0A,GT06,Heartbeat,0101,N/A
2025-10-01 01:57:43.790,78780A134506040001010C0F580D0A,GT06,Heartbeat,0101,N/A
2025-10-01 02:01:43.885,78780A134506040001010D1ED10D0A,GT06,Heartbeat,0101,N/A
2025-10-01 02:03:15.937,78782F32190A0105030BC9032694C005750A380018A002D4068A9E0F5E71030000000083F4DC04F6000E948C422D010E34370D0A,GT06,Alarm,2D01,N/A
2025-10-01 02:05:43.992,78780A134506040001010F3DC30D0A,GT06,Heartbeat,0101,N/A
2025-10-01 02:09:44.100,78780A1345060400010110D5B50D0A,GT06,Heartbeat,0101,N/A
2025-10-01 02:13:44.168,78780A1345060400010111C43C0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 02:17:44.600,78780A1345060400010112F6A70D0A,GT06,Heartbeat,0101,N/A
2025-10-01 02:21:44.741,78780A1345060400010113E72E0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 02:25:44.498,78780A134506040001011493910D0A,GT06,Heartbeat,0101,N/A
2025-10-01 02:29:44.569,78780A134506040001011582180D0A,GT06,Heartbeat,0101,N/A
2025-10-01 02:33:44.668,78780A1345060400010116B0830D0A,GT06,Heartbeat,0101,N/A
2025-10-01 02:37:44.782,78780A1345060400010117A10A0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 02:41:44.862,78780A134506040001011859FD0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 02:45:44.966,78780A134506040001011948740D0A,GT06,Heartbeat,0101,N/A
2025-10-01 02:49:45.069,78780A134506040001011A7AEF0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 02:53:45.173,78780A134506040001011B6B660D0A,GT06,Heartbeat,0101,N/A
2025-10-01 02:57:45.240,78780A134506040001011C1FD90D0A,GT06,Heartbeat,0101,N/A
2025-10-01 03:01:45.360,78780A134506040001011D0E500D0A,GT06,Heartbeat,0101,N/A
2025-10-01 03:03:17.377,78782F32190A0106030BC9032694C005750A380018A002D4068A9E0F5E71030000000083F4DC04F6000E948C422D011E8FDE0D0A,GT06,Alarm,2D01,N/A
2025-10-01 03:05:45.445,78780A134506040001011F2D420D0A,GT06,Heartbeat,0101,N/A
2025-10-01 03:09:45.521,78780A1345060400010120E4360D0A,GT06,Heartbeat,0101,N/A
2025-10-01 03:13:45.649,78780A1345060400010121F5BF0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 03:17:45.733,78780A1345060400010122C7240D0A,GT06,Heartbeat,0101,N/A
2025-10-01 03:21:45.875,78780A1345060400010123D6AD0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 03:25:45.921,78780A1345060400010124A2120D0A,GT06,Heartbeat,0101,N/A
2025-10-01 03:29:46.037,78780A1345060400010125B39B0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 03:33:46.144,78780A134506040001012681000D0A,GT06,Heartbeat,0101,N/A
2025-10-01 03:37:46.226,78780A1345060300010127A0550D0A,GT06,Heartbeat,0101,N/A
2025-10-01 03:41:46.313,78780A134506030001012858A20D0A,GT06,Heartbeat,0101,N/A
2025-10-01 03:45:46.414,78780A1345060300010129492B0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 03:49:46.531,78780A134506030001012A7BB00D0A,GT06,Heartbeat,0101,N/A
2025-10-01 03:53:46.637,78780A134506030001012B6A390D0A,GT06,Heartbeat,0101,N/A
2025-10-01 03:57:46.721,78780A134506030001012C1E860D0A,GT06,Heartbeat,0101,N/A
2025-10-01 04:01:46.823,78780A134506030001012D0F0F0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 04:03:18.840,78782F32190A0107030BC9032694C005750A380018A002D4068A9E0F5E71030000000083F4DC04F6000E948C422D012E208A0D0A,GT06,Alarm,2D01,N/A
2025-10-01 04:05:46.903,78780A134506030001012F2C1D0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 04:09:46.997,78780A1345060300010130C46B0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 04:13:47.109,78780A1345060300010131D5E20D0A,GT06,Heartbeat,0101,N/A
2025-10-01 04:17:47.204,78780A1345060300010132E7790D0A,GT06,Heartbeat,0101,N/A
2025-10-01 04:21:47.280,78780A1345060300010133F6F00D0A,GT06,Heartbeat,0101,N/A
2025-10-01 04:25:47.393,78780A1345060300010134824F0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 04:29:47.475,78780A134506030001013593C60D0A,GT06,Heartbeat,0101,N/A
2025-10-01 04:33:47.575,78780A1345060300010136A15D0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 04:37:48.260,78780A134506040001013780080D0A,GT06,Heartbeat,0101,N/A
2025-10-01 04:41:47.773,78780A134506040001013878FF0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 04:45:47.852,78780A134506030001013959AA0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 04:49:47.956,78780A134506030001013A6B310D0A,GT06,Heartbeat,0101,N/A
2025-10-01 04:53:48.050,78780A134506030001013B7AB80D0A,GT06,Heartbeat,0101,N/A
2025-10-01 04:57:48.152,78780A134506030001013C0E070D0A,GT06,Heartbeat,0101,N/A
2025-10-01 05:01:48.255,78780A134506030001013D1F8E0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 05:03:33.033,78782F32190A0108030BC9032694C005750A380018A002D4068A9E0F5E71030000000083F4DC04F6000E948C422D013E26E10D0A,GT06,Alarm,2D01,N/A
2025-10-01 05:03:33.104,78782F32190A0108030BC9032694C005750A380018A002D4068A9E0F5E71030000000083F4DC04F6000E948C422D013E26E10D0A,GT06,Alarm,2D01,N/A
2025-10-01 05:05:48.378,78780A134506030001013F3C9C0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 05:09:48.458,78780A1345060300010140B7EC0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 05:13:48.988,78780A1345060300010141A6650D0A,GT06,Heartbeat,0101,N/A
2025-10-01 05:17:48.634,78780A134506030001014294FE0D0A,GT06,Heartbeat,0101,N/A
2025-10-01 05:21:48.758,78780A134506030001014385770D0A,GT06,Heartbeat,0101,N/A
2025-10-01 05:25:48.824,78780A1345060300010144F1C80D0A,GT06,Heartbeat,0101,N/A
2025-10-01 05:29:48.921,78780A1345060300010145E0410D0A,GT06,Heartbeat,0101,N/A
