Data/Hora Inclusão,Data/Hora Evento,IMEI,Sequência,Tipo Mensagem,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Alimentação Externa,Analog Input Status,Satélites,Duração da Ignição,Velocidade,Azimuth,Altitude,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Total,Horímetro Total,RAT
2025-08-01 17:38:442025-08-01 20:38:20,0865209077286178,140,GTIGN,77,GT06V4,,6,,192,,0,0800,,23.33000,51.17770,02D4,06,C4A7,A7140C,42100,,,
2025-08-01 17:38:45,2025-08-01 20:37:59,0865209077286178,,GTERI,77,GT06V4,,32256,,193,,0,0800,,23.33000,51.17770,02D4,06,C4A7,07A714,10777604,,0000,
2025-08-01 17:38:46,2025-08-01 20:38:14,0865209077286178,,GTERI,77,GT06V4,,32256,,192,,0,0800,,23.33000,51.17770,02D4,06,C4A7,07A714,10777604,,0000,
2025-08-01 17:38:47,2025-08-01 20:38:25,0865209077286178,,GTERI,77,GT06V4,,29696,,192,,0,8800,,23.33000,51.17770,02D4,06,C4A7,07A714,10777604,,0000,
2025-08-01 17:38:48,2025-08-01 20:38:35,0865209077286178,,GTERI,77,GT06V4,,32256,,192,,0,8800,,23.33000,51.17770,02D4,06,C4A7,07A714,10777604,,0000,
2025-08-01 17:38:49,2025-08-01 20:38:45,0865209077286178,,GTERI,77,GT06V4,,27136,,192,,0,8800,,23.33000,51.17770,02D4,06,C4A7,07A714,10777604,,0000,
2025-08-01 17:38:57,2025-08-01 20:38:55,0865209077286178,,GTERI,77,GT06V4,,29696,,192,,0,8800,,23.33000,51.17770,02D4,06,C4A7,07A714,10777604,,0000,
2025-08-01 17:39:07,2025-08-01 20:39:05,0865209077286178,,GTERI,77,GT06V4,,27136,,193,,0,8800,,23.33000,51.17770,02D4,06,C4A7,07A714,10777604,,0000,
2025-08-01 17:39:13,2025-08-01 20:39:12,0865209077286178,152,GTIGF,77,GT06V4,,6,,193,,0,0800,,23.33000,51.17770,02D4,06,C4A7,A7140C,42100,,,
2025-08-01 17:39:25,2025-08-01 20:39:24,0865209077286178,156,GTIGN,77,GT06V4,,6,,194,,0,0800,,23.33000,51.17770,02D4,06,C4A7,A7140C,42100,,,
