Data/Hora Inclusão,Data/Hora Evento,IMEI,Sequência,Tipo Mensagem,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Alimentação Externa,Bateria interna interna,Analog Input Status,Satélites,Duração da Ignição,Velocidade,Azimuth,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Realtime positioning,GPS valido,Hodômetro Total,Horímetro Total,Tipo de Rede,Qualidade do sinal de GSM,Terminal information,Carregamento,Funcionamento,Alarmes internos,Rastramento,Gás/Oléo,Reboot_Detectado,Motivo_Reboot,Intervalo_Desde_Ultima,Serial_Reset,Observacoes,Intervalo_Entre_Mensagens
2025-08-20 09:34:23,2025-08-02 13:44:21,865209077285162,511,Modo econômico,77,GT06V4,555.0,12.9,,0.0,10.0,,0.0,190.0,-22.998149,-43.359307,02D4,0B,DAD5,0927D106,0.0,1.0,4465.8,06-16:30:56,4.0,,,,,,,,False,,,False,,
2025-08-20 09:34:24,2025-08-02 14:44:36,865209077285162,9,Modo econômico,77,GT06V4,555.0,12.9,,0.0,10.0,,0.0,0.0,-22.998149,-43.359307,02D4,0B,DAD5,0927D106,0.0,1.0,4465.8,06-16:30:56,4.0,,,,,,,,False,,,False,,3615.0
2025-08-20 09:34:23,,865209077285162,508,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,,False,,,False,,
2025-08-20 09:34:23,,865209077285162,509,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,,False,,,False,,
2025-08-20 09:34:23,,865209077285162,510,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,,False,,,False,,
2025-08-20 09:34:23,,865209077285162,512,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,,False,,,False,,
2025-08-20 09:34:23,,865209077285162,513,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,,False,,,False,,
2025-08-20 09:34:23,,865209077285162,514,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,,False,,,False,,
2025-08-20 09:34:23,,865209077285162,515,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,,False,,,False,,
2025-08-20 09:34:23,,865209077285162,516,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,,False,,,False,,
2025-08-20 09:34:23,,865209077285162,517,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,,False,,,False,,
2025-08-20 09:34:23,,865209077285162,518,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,,False,,,False,,
2025-08-20 09:34:23,,865209077285162,0,Login,77,GT06V4,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,
2025-08-20 09:34:23,,865209077285162,1,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,,False,,,False,,
2025-08-20 09:34:23,,865209077285162,2,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,,False,,,False,,
2025-08-20 09:34:23,,865209077285162,3,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,,False,,,False,,
2025-08-20 09:34:23,,865209077285162,4,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,,False,,,False,,
2025-08-20 09:34:23,,865209077285162,5,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,,False,,,False,,
2025-08-20 09:34:23,,865209077285162,6,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,,False,,,False,,
2025-08-20 09:34:23,,865209077285162,7,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,,False,,,False,,
2025-08-20 09:34:24,,865209077285162,8,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,,False,,,False,,
2025-08-20 09:34:24,,865209077285162,10,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,,False,,,False,,
