Data/Hora Inclusão,Data/Hora Evento,IMEI,Sequência,Tipo Mensagem,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Alimentação Externa,Bateria interna interna,Analog Input Status,Satélites,Duração da Ignição,Velocidade,Azimuth,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Realtime positioning,GPS valido,Hodômetro Total,Horímetro Total,Tipo de Rede,Qualidade do sinal de GSM,Terminal information,Carregamento,Funcionamento,Alarmes internos,Rastramento,Gás/Oléo
2025-10-17 00:00:47.242,2025-10-17 00:00:45.000,869412074480093,3,Posicionamento por tempo em movimento,77,GT06V4,557,13.90,,1,4,,0,0,-29.989664,-51.175729,02D4,06,C4AF,0AAF7801,0,0,4887.7,05-14:05:01,4,
2025-10-17 00:02:07.265,,869412074480093,4,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 00:03:48.185,2025-10-17 00:03:45.000,869412074480093,5,Posicionamento por tempo em movimento,77,GT06V4,557,14.00,,1,6,,0,104,-29.980591,-51.178271,02D4,06,C4AF,0AB14334,0,1,4887.7,05-14:08:01,4,
2025-10-17 00:05:36.311,,869412074480093,0,Login,77,GT06V4,,,,,,,,,,,
2025-10-17 00:05:38.312,,869412074480093,1,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 00:05:39.316,2025-10-17 00:03:11.000,869412074480093,2,Posicionamento por tempo em movimento,77,GT06V4,557,14.00,,1,6,,0,0,-29.980780,-51.178840,0000,00,0000,00000000,0,1,4887.7,05-14:08:01,4,
2025-10-17 00:08:19.454,2025-10-17 00:08:17.000,869412074480093,3,Posicionamento por tempo em movimento,77,GT06V4,557,14.00,,1,4,,0,212,-29.996104,-51.189702,02D4,06,C4AF,0AAF6A01,0,0,4889.6,05-14:11:01,4,
2025-10-17 00:09:39.521,,869412074480093,4,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 00:11:19.580,2025-10-17 00:11:17.000,869412074480093,5,Posicionamento por tempo em movimento,77,GT06V4,557,14.00,,1,7,,75,174,-30.016773,-51.186689,02D4,06,C4AF,0AAF5917,0,1,4892.0,05-14:14:01,4,
2025-10-17 00:13:39.590,,869412074480093,6,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 00:14:19.697,2025-10-17 00:14:18.000,869412074480093,7,Posicionamento por tempo em movimento,77,GT06V4,557,14.10,,1,7,,72,170,-30.040620,-51.173440,02D4,06,C897,0AAFAC17,0,1,4895.0,05-14:17:01,4,
2025-10-17 00:17:19.691,2025-10-17 00:17:18.000,869412074480093,8,Posicionamento por tempo em movimento,77,GT06V4,557,14.00,,1,8,,57,164,-30.054618,-51.168956,02D4,06,C897,0AB2BF03,0,1,4897.5,05-14:20:01,4,
2025-10-17 00:17:39.678,,869412074480093,9,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 00:18:43.734,2025-10-17 00:18:42.000,869412074480093,10,IGF,77,GT06V4,,,Bateria extremamente alta,0,12,,0,192,-30.057176,-51.165418,02D4,06,C897,B2BF02,0,0,4898.1,,,,00000100,Carregamento on,Desativado,Normal,Rastreamento de GPS inativo,Oléo e eletricidade inativo
2025-10-17 00:18:44.685,,869412074480093,11,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 00:19:42.743,2025-10-17 00:19:42.000,869412074480093,12,Modo econômico,77,GT06V4,557,12.80,,0,6,,0,192,-30.057156,-51.165413,02D4,06,C897,0AB2BF02,0,1,4898.1,05-14:21:25,4,
2025-10-17 00:21:39.833,,869412074480093,13,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 00:21:43.699,,869412074480093,14,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 00:25:39.890,,869412074480093,15,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 00:29:39.987,,869412074480093,16,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 00:33:40.759,,869412074480093,17,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 00:37:40.166,,869412074480093,18,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 00:41:40.264,,869412074480093,19,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 00:45:40.364,,869412074480093,20,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 00:49:40.451,,869412074480093,21,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 00:53:40.575,,869412074480093,22,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 00:57:40.659,,869412074480093,23,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 01:01:40.833,,869412074480093,24,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 01:05:40.844,,869412074480093,25,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 01:09:40.945,,869412074480093,26,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 01:13:41.052,,869412074480093,27,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 01:17:41.196,,869412074480093,28,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 01:18:45.222,2025-10-17 01:18:42.000,869412074480093,29,Modo econômico,77,GT06V4,557,12.90,,0,6,,0,192,-30.057156,-51.165413,02D4,06,C897,0AB2BF02,0,1,4898.1,05-14:21:25,4,
2025-10-17 01:21:41.236,,869412074480093,30,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 01:25:41.326,,869412074480093,31,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 01:29:41.440,,869412074480093,32,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 01:33:41.554,,869412074480093,33,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 01:37:41.631,,869412074480093,34,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 01:41:41.733,,869412074480093,35,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 01:45:41.832,,869412074480093,36,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 01:49:41.919,,869412074480093,37,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 01:53:42.040,,869412074480093,38,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 01:57:42.127,,869412074480093,39,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 02:01:42.218,,869412074480093,40,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 02:05:42.331,,869412074480093,41,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 02:09:42.421,,869412074480093,42,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 02:13:42.510,,869412074480093,43,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 02:17:42.597,,869412074480093,44,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-10-17 02:18:46.619,2025-10-17 02:18:42.000,869412074480093,45,Modo econômico,77,GT06V4,557,12.80,,0,6,,0,192,-30.057156,-51.165413,02D4,06,C897,0AB2BF02,0,1,4898.1,05-14:21:25,4,
2025-10-17 02:21:42.681,,869412074480093,46,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 02:25:42.822,,869412074480093,47,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 02:29:42.902,,869412074480093,48,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 02:33:42.985,,869412074480093,49,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 02:37:43.090,,869412074480093,50,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 02:41:43.196,,869412074480093,51,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 02:45:43.288,,869412074480093,52,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 02:49:43.377,,869412074480093,53,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 02:53:43.465,,869412074480093,54,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 02:57:43.572,,869412074480093,55,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 03:01:45.207,,869412074480093,56,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 03:05:43.765,,869412074480093,57,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 03:09:43.854,,869412074480093,58,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 03:13:43.961,,869412074480093,59,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 03:17:44.014,,869412074480093,60,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 03:18:48.102,2025-10-17 03:18:42.000,869412074480093,61,Modo econômico,77,GT06V4,557,12.80,,0,6,,0,192,-30.057156,-51.165413,02D4,06,C897,0AB2BF02,0,1,4898.1,05-14:21:25,4,
2025-10-17 03:21:44.133,,869412074480093,62,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 03:25:44.242,,869412074480093,63,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 03:29:44.352,,869412074480093,64,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 03:33:44.465,,869412074480093,65,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 03:37:44.568,,869412074480093,66,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 03:41:44.884,,869412074480093,67,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 03:45:44.726,,869412074480093,68,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 03:49:45.096,,869412074480093,69,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 03:53:44.938,,869412074480093,70,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 03:57:45.009,,869412074480093,71,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-10-17 04:01:45.120,,869412074480093,72,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
