Data/Hora Inclusão,hex_data,protocol,message_type,serial,parser_result
2025-05-03 23:17:29,78780A134506040001006C75860D0A,GT06,Heartbeat,0100,N/A
2025-05-03 23:21:29,78780A134506040001006D640F0D0A,GT06,Heartbeat,0100,N/A
2025-06-01 00:03:02,78780A134506040001004812A00D0A,GT06,Heartbeat,0100,N/A
2025-04-27 00:01:06,78782F3219041B030102CA02608074055BF61800184802D40AC5B60DC09801000000005090380514000A5961422B0037BC470D0A,GT06,Alarm,2B00,N/A
2025-04-27 00:02:53,78780A134506040001003861270D0A,GT06,Heartbeat,0100,N/A
2025-04-27 00:06:53,78780A134506040001003970AE0D0A,GT06,Heartbeat,0100,N/A
2025-04-27 00:08:08,7878291619041B030804CA02608074055BF6180018480802D40AC5B6C09801470604FE0100509038003A7F670D0A,GT06,GPS Location,3800,N/A
2025-04-27 00:08:09,78780A134706040001003B64070D0A,GT06,Heartbeat,0100,N/A
2025-04-27 00:08:11,78780A134606040001003C8F6D0D0A,GT06,Heartbeat,0100,N/A
2025-04-27 00:10:54,78780A134606040001003D9EE40D0A,GT06,Heartbeat,0100,N/A
2025-04-27 00:14:26,7878291619041B030E18CA026073F8055BC8480018A80802D40AC5B6C09815440604FF0100509484003E7A1A0D0A,GT06,GPS Location,8400,N/A
2025-04-27 00:14:27,78780A134406040001003F8A4D0D0A,GT06,Heartbeat,0100,N/A
2025-04-27 00:14:54,78780A1344060400010040013D0D0A,GT06,Heartbeat,0100,N/A
2025-04-27 00:15:25,78782F3219041B030F18CA026073F8055BC8480018A802D40AC5B60DC0980100000000509484050A000A5ADA422B00417CB40D0A,GT06,Alarm,2B00,N/A
2025-05-03 23:25:30,78780A134506040001006E56940D0A,GT06,Heartbeat,0100,N/A
2025-04-27 00:17:26,78780A1345060400010042BDFA0D0A,GT06,Heartbeat,0100,N/A
2025-04-27 00:18:54,78780A1345060400010043AC730D0A,GT06,Heartbeat,0100,N/A
2025-04-27 00:22:54,78780A1345060400010044D8CC0D0A,GT06,Heartbeat,0100,N/A
2025-04-27 00:26:54,78780A1345060400010045C9450D0A,GT06,Heartbeat,0100,N/A
2025-04-27 00:30:54,78780A1345060400010046FBDE0D0A,GT06,Heartbeat,0100,N/A
2025-04-27 00:34:54,78780A1345060400010047EA570D0A,GT06,Heartbeat,0100,N/A
2025-04-27 00:38:54,78780A134506040001004812A00D0A,GT06,Heartbeat,0100,N/A
2025-04-27 00:42:54,78780A134506040001004903290D0A,GT06,Heartbeat,0100,N/A
2025-04-27 00:46:54,78780A134506040001004A31B20D0A,GT06,Heartbeat,0100,N/A
2025-04-27 00:50:54,78780A134506040001004B203B0D0A,GT06,Heartbeat,0100,N/A
2025-04-27 00:54:55,78780A134506040001004C54840D0A,GT06,Heartbeat,0100,N/A
2025-04-27 00:58:55,78780A134506040001004D450D0D0A,GT06,Heartbeat,0100,N/A
2025-06-01 00:07:02,78780A134506040001004903290D0A,GT06,Heartbeat,0100,N/A
2025-06-01 00:11:03,78780A134506040001004A31B20D0A,GT06,Heartbeat,0100,N/A
2025-04-27 01:02:55,78780A134506040001004E77960D0A,GT06,Heartbeat,0100,N/A
2025-05-03 23:29:30,78780A134506040001006F471D0D0A,GT06,Heartbeat,0100,N/A
2025-04-27 01:06:55,78780A134506040001004F661F0D0A,GT06,Heartbeat,0100,N/A
2025-04-27 01:10:55,78780A13450604000100508E690D0A,GT06,Heartbeat,0100,N/A
2025-04-27 01:14:27,78782F3219041B040E18CA026073F8055BC8480018A802D40AC5B60DC0981500000000509484050A000A5ADA422B0051AF390D0A,GT06,Alarm,2B00,N/A
2025-04-27 01:14:55,78780A1345060400010052AD7B0D0A,GT06,Heartbeat,0100,N/A
2025-04-27 01:18:56,78780A1345060400010053BCF20D0A,GT06,Heartbeat,0100,N/A
2025-04-27 01:22:55,78780A1345060400010054C84D0D0A,GT06,Heartbeat,0100,N/A
2025-04-27 01:26:55,78780A1345060400010055D9C40D0A,GT06,Heartbeat,0100,N/A
2025-04-27 01:30:55,78780A1345060400010056EB5F0D0A,GT06,Heartbeat,0100,N/A
2025-04-27 01:34:56,78780A1345060400010057FAD60D0A,GT06,Heartbeat,0100,N/A
2025-06-01 00:15:02,78780A134506040001004B203B0D0A,GT06,Heartbeat,0100,N/A
2025-06-01 00:19:02,78780A134506040001004C54840D0A,GT06,Heartbeat,0100,N/A
2025-06-01 00:23:02,78780A134506040001004D450D0D0A,GT06,Heartbeat,0100,N/A
2025-05-03 23:33:30,78780A1345060400010070AF6B0D0A,GT06,Heartbeat,0100,N/A
2025-06-01 00:27:03,78780A134506040001004E77960D0A,GT06,Heartbeat,0100,N/A
2025-06-01 00:28:12,78782F32190601031C09CB026073CC055BC84800181A02D40AC5B60DC09815000000008089DC0500000F2F81422B004F83F00D0A,GT06,Alarm,2B00,N/A
2025-04-27 01:38:56,78780A134506040001005802210D0A,GT06,Heartbeat,0100,N/A
2025-04-27 01:42:56,78780A134506040001005913A80D0A,GT06,Heartbeat,0100,N/A
2025-04-27 01:46:56,78780A134506040001005A21330D0A,GT06,Heartbeat,0100,N/A
2025-04-27 01:50:56,78780A134506040001005B30BA0D0A,GT06,Heartbeat,0100,N/A
2025-04-27 01:54:56,78780A134506040001005C44050D0A,GT06,Heartbeat,0100,N/A
