Data/Hora Inclusão,hex_data,protocol,message_type,serial,parser_result
2025-08-14 00:01:54.411,78780A13450604000100C896A80D0A,GT06,Heartbeat,0100,N/A
2025-08-14 00:05:54.508,78780A13450604000100C987210D0A,GT06,Heartbeat,0100,N/A
2025-08-14 00:09:54.608,78780A13450604000100CAB5BA0D0A,GT06,Heartbeat,0100,N/A
2025-08-14 00:13:54.721,78780A13450604000100CBA4330D0A,GT06,Heartbeat,0100,N/A
2025-08-14 00:17:54.808,78780A13450604000100CCD08C0D0A,GT06,Heartbeat,0100,N/A
2025-08-14 00:21:54.900,78780A13450604000100CDC1050D0A,GT06,Heartbeat,0100,N/A
2025-08-14 00:25:55.005,78780A13450604000100CEF39E0D0A,GT06,Heartbeat,0100,N/A
2025-08-14 00:29:55.084,78780A13450604000100CFE2170D0A,GT06,Heartbeat,0100,N/A
2025-08-14 00:33:55.569,78780A13450604000100D00A610D0A,GT06,Heartbeat,0100,N/A
2025-08-14 00:37:55.281,78780A13450604000100D11BE80D0A,GT06,Heartbeat,0100,N/A
2025-08-14 00:38:21.285,78782F3219080E032600CA03379AE8057D6C2000180002D406C4AF0AAF7C150000000066693004E200096B6C422B00D211240D0A,GT06,Alarm,2B00,N/A
2025-08-14 00:41:55.388,78780A13450604000100D338FA0D0A,GT06,Heartbeat,0100,N/A
2025-08-14 00:45:55.492,78780A13450604000100D44C450D0A,GT06,Heartbeat,0100,N/A
2025-08-14 00:49:55.609,78780A13450604000100D55DCC0D0A,GT06,Heartbeat,0100,N/A
2025-08-14 00:53:55.682,78780A13450604000100D66F570D0A,GT06,Heartbeat,0100,N/A
2025-08-14 00:57:55.770,78780A13450604000100D77EDE0D0A,GT06,Heartbeat,0100,N/A
2025-08-14 01:01:55.859,78780A13450604000100D886290D0A,GT06,Heartbeat,0100,N/A
2025-08-14 01:05:56.224,78780A13450604000100D997A00D0A,GT06,Heartbeat,0100,N/A
2025-08-14 01:09:56.048,78780A13450604000100DAA53B0D0A,GT06,Heartbeat,0100,N/A
2025-08-14 01:13:56.128,78780A13450604000100DBB4B20D0A,GT06,Heartbeat,0100,N/A
2025-08-14 01:17:56.237,78780A13450604000100DCC00D0D0A,GT06,Heartbeat,0100,N/A
2025-08-14 01:21:56.616,78780A13450604000100DDD1840D0A,GT06,Heartbeat,0100,N/A
2025-08-14 01:25:56.450,78780A13450604000100DEE31F0D0A,GT06,Heartbeat,0100,N/A
2025-08-14 01:29:56.524,78780A13450604000100DFF2960D0A,GT06,Heartbeat,0100,N/A
2025-08-14 01:33:56.633,78780A13450604000100E03BE20D0A,GT06,Heartbeat,0100,N/A
2025-08-14 01:37:56.739,78780A13450604000100E12A6B0D0A,GT06,Heartbeat,0100,N/A
2025-08-14 01:38:22.732,78782F3219080E042600CA03379AE8057D6C2000180002D406C4AF0AAF7C150000000066693004D800096B6C422B00E20C2C0D0A,GT06,Alarm,2B00,N/A
2025-08-14 01:41:57.450,78780A13450604000100E309790D0A,GT06,Heartbeat,0100,N/A
2025-08-14 01:45:56.910,78780A13450604000100E47DC60D0A,GT06,Heartbeat,0100,N/A
2025-08-14 01:49:57.165,78780A13450604000100E56C4F0D0A,GT06,Heartbeat,0100,N/A
2025-08-14 01:53:57.102,78780A13450604000100E65ED40D0A,GT06,Heartbeat,0100,N/A
2025-08-14 01:57:57.228,78780A13450604000100E74F5D0D0A,GT06,Heartbeat,0100,N/A
2025-08-14 02:01:57.368,78780A13450604000100E8B7AA0D0A,GT06,Heartbeat,0100,N/A
2025-08-14 02:05:57.409,78780A13450604000100E9A6230D0A,GT06,Heartbeat,0100,N/A
2025-08-14 02:09:57.506,78780A13450604000100EA94B80D0A,GT06,Heartbeat,0100,N/A
2025-08-14 02:13:57.580,78780A13450604000100EB85310D0A,GT06,Heartbeat,0100,N/A
2025-08-14 02:17:57.687,78780A13450604000100ECF18E0D0A,GT06,Heartbeat,0100,N/A
2025-08-14 02:21:57.783,78780A13450604000100EDE0070D0A,GT06,Heartbeat,0100,N/A
2025-08-14 02:25:57.885,78780A13450604000100EED29C0D0A,GT06,Heartbeat,0100,N/A
2025-08-14 02:29:57.966,78780A13450604000100EFC3150D0A,GT06,Heartbeat,0100,N/A
2025-08-14 02:33:58.064,78780A13450604000100F02B630D0A,GT06,Heartbeat,0100,N/A
2025-08-14 02:37:58.174,78780A13450604000100F13AEA0D0A,GT06,Heartbeat,0100,N/A
2025-08-14 02:38:24.177,78782F3219080E052600CA03379AE8057D6C2000180002D406C4AF0AAF7C150000000066693004E200096B6C422B00F26EE70D0A,GT06,Alarm,2B00,N/A
2025-08-14 02:41:58.246,78780A13450604000100F319F80D0A,GT06,Heartbeat,0100,N/A
2025-08-14 02:45:58.384,78780A13450604000100F46D470D0A,GT06,Heartbeat,0100,N/A
2025-08-14 02:49:58.466,78780A13450604000100F57CCE0D0A,GT06,Heartbeat,0100,N/A
2025-08-14 02:53:58.549,78780A13450604000100F64E550D0A,GT06,Heartbeat,0100,N/A
2025-08-14 02:57:58.919,78780A13450604000100F75FDC0D0A,GT06,Heartbeat,0100,N/A
2025-08-14 03:01:58.737,78780A13450604000100F8A72B0D0A,GT06,Heartbeat,0100,N/A
2025-08-14 03:05:58.832,78780A13450604000100F9B6A20D0A,GT06,Heartbeat,0100,N/A
2025-08-14 03:09:58.921,78780A13450604000100FA84390D0A,GT06,Heartbeat,0100,N/A
2025-08-14 03:13:59.030,78780A13450604000100FB95B00D0A,GT06,Heartbeat,0100,N/A
2025-08-14 03:17:59.152,78780A13450604000100FCE10F0D0A,GT06,Heartbeat,0100,N/A
2025-08-14 03:21:59.221,78780A13450604000100FDF0860D0A,GT06,Heartbeat,0100,N/A
2025-08-14 03:25:59.316,78780A13450604000100FEC21D0D0A,GT06,Heartbeat,0100,N/A
2025-08-14 03:29:59.411,78780A13450604000100FFD3940D0A,GT06,Heartbeat,0100,N/A
2025-08-14 03:33:59.626,78780A1345060400010100C5340D0A,GT06,Heartbeat,0101,N/A
2025-08-14 03:37:59.620,78780A1345060400010101D4BD0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 03:38:25.634,78782F3219080E062600CA03379AE8057D6C2000180002D406C4AF0AAF7C150000000066693004E200096B6C422B01022BD80D0A,GT06,Alarm,2B01,N/A
2025-08-14 03:41:59.738,78780A1345060400010103F7AF0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 03:45:59.805,78780A134506040001010483100D0A,GT06,Heartbeat,0101,N/A
2025-08-14 03:49:59.913,78780A134506040001010592990D0A,GT06,Heartbeat,0101,N/A
2025-08-14 03:54:00.002,78780A1345060400010106A0020D0A,GT06,Heartbeat,0101,N/A
2025-08-14 03:58:00.109,78780A1345060400010107B18B0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 04:02:00.199,78780A1345060400010108497C0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 04:06:00.281,78780A134506040001010958F50D0A,GT06,Heartbeat,0101,N/A
2025-08-14 04:10:01.310,78780A134506040001010A6A6E0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 04:14:00.500,78780A134506040001010B7BE70D0A,GT06,Heartbeat,0101,N/A
2025-08-14 04:18:00.585,78780A134506040001010C0F580D0A,GT06,Heartbeat,0101,N/A
2025-08-14 04:22:00.681,78780A134506040001010D1ED10D0A,GT06,Heartbeat,0101,N/A
2025-08-14 04:26:00.768,78780A134506040001010E2C4A0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 04:30:01.193,78780A134506040001010F3DC30D0A,GT06,Heartbeat,0101,N/A
2025-08-14 04:34:00.965,78780A1345060400010110D5B50D0A,GT06,Heartbeat,0101,N/A
2025-08-14 04:38:01.055,78780A1345060400010111C43C0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 04:38:27.057,78782F3219080E072600CA03379AE8057D6C2000180002D406C4AF0AAF7C150000000066693004D800096B6C422B011249130D0A,GT06,Alarm,2B01,N/A
2025-08-14 04:42:01.170,78780A1345060400010113E72E0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 04:46:01.257,78780A134506040001011493910D0A,GT06,Heartbeat,0101,N/A
2025-08-14 04:50:02.027,78780A134506040001011582180D0A,GT06,Heartbeat,0101,N/A
2025-08-14 04:54:01.643,78780A1345060400010116B0830D0A,GT06,Heartbeat,0101,N/A
2025-08-14 04:58:01.532,78780A1345060400010117A10A0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 05:02:01.630,78780A134506040001011859FD0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 05:06:01.727,78780A134506040001011948740D0A,GT06,Heartbeat,0101,N/A
2025-08-14 05:10:02.966,78780A134506040001011A7AEF0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 05:14:01.948,78780A134506040001011B6B660D0A,GT06,Heartbeat,0101,N/A
2025-08-14 05:18:02.021,78780A134506040001011C1FD90D0A,GT06,Heartbeat,0101,N/A
2025-08-14 05:22:02.122,78780A134506040001011D0E500D0A,GT06,Heartbeat,0101,N/A
2025-08-14 05:26:02.213,78780A134506040001011E3CCB0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 05:30:02.837,78780A134506040001011F2D420D0A,GT06,Heartbeat,0101,N/A
2025-08-14 05:34:02.422,78780A1345060400010120E4360D0A,GT06,Heartbeat,0101,N/A
2025-08-14 05:38:02.487,78780A1345060400010121F5BF0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 05:38:28.511,78782F3219080E082600CA03379AE8057D6C2000180002D406C4AF0AAF7C150000000066693004D800096B6C422B01226E7A0D0A,GT06,Alarm,2B01,N/A
2025-08-14 05:42:02.590,78780A1345060400010123D6AD0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 05:46:02.672,78780A1345060400010124A2120D0A,GT06,Heartbeat,0101,N/A
2025-08-14 05:50:02.781,78780A1345060400010125B39B0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 05:54:04.831,78780A134506040001012681000D0A,GT06,Heartbeat,0101,N/A
2025-08-14 05:58:02.967,78780A134506040001012790890D0A,GT06,Heartbeat,0101,N/A
2025-08-14 06:02:03.074,78780A1345060400010128687E0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 06:06:03.180,78780A134506040001012979F70D0A,GT06,Heartbeat,0101,N/A
2025-08-14 06:10:03.291,78780A134506040001012A4B6C0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 06:14:03.349,78780A134506040001012B5AE50D0A,GT06,Heartbeat,0101,N/A
2025-08-14 06:18:03.451,78780A134506040001012C2E5A0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 06:22:03.545,78780A134506040001012D3FD30D0A,GT06,Heartbeat,0101,N/A
2025-08-14 06:26:03.633,78780A134506040001012E0D480D0A,GT06,Heartbeat,0101,N/A
2025-08-14 06:30:03.722,78780A134506040001012F1CC10D0A,GT06,Heartbeat,0101,N/A
2025-08-14 06:34:03.816,78780A1345060400010130F4B70D0A,GT06,Heartbeat,0101,N/A
2025-08-14 06:38:03.920,78780A1345060400010131E53E0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 06:38:29.938,78782F3219080E092600CA03379AE8057D6C2000180002D406C4AF0AAF7C150000000066693004E200096B6C422B01320CB10D0A,GT06,Alarm,2B01,N/A
2025-08-14 06:42:04.034,78780A1345060400010133C62C0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 06:46:04.126,78780A1345060400010134B2930D0A,GT06,Heartbeat,0101,N/A
2025-08-14 06:50:04.289,78780A1345060400010135A31A0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 06:54:04.299,78780A134506040001013691810D0A,GT06,Heartbeat,0101,N/A
2025-08-14 06:58:04.423,78780A134506040001013780080D0A,GT06,Heartbeat,0101,N/A
2025-08-14 07:02:04.525,78780A134506040001013878FF0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 07:06:04.605,78780A134506040001013969760D0A,GT06,Heartbeat,0101,N/A
2025-08-14 07:10:04.692,78780A134506040001013A5BED0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 07:14:04.786,78780A134506040001013B4A640D0A,GT06,Heartbeat,0101,N/A
2025-08-14 07:18:04.870,78780A134506040001013C3EDB0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 07:22:04.980,78780A134506040001013D2F520D0A,GT06,Heartbeat,0101,N/A
2025-08-14 07:26:05.072,78780A134506040001013E1DC90D0A,GT06,Heartbeat,0101,N/A
2025-08-14 07:30:05.169,78780A134506040001013F0C400D0A,GT06,Heartbeat,0101,N/A
2025-08-14 07:34:05.249,78780A134506040001014087300D0A,GT06,Heartbeat,0101,N/A
2025-08-14 07:38:05.371,78780A134506040001014196B90D0A,GT06,Heartbeat,0101,N/A
2025-08-14 07:38:31.369,78782F3219080E0A2600CA03379AE8057D6C2000180002D406C4AF0AAF7C010000000066693004D800096B6C422B014235E30D0A,GT06,Alarm,2B01,N/A
2025-08-14 07:42:05.460,78780A1345060400010143B5AB0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 07:46:05.548,78780A1345060400010144C1140D0A,GT06,Heartbeat,0101,N/A
2025-08-14 07:50:05.728,78780A1345060400010145D09D0D0A,GT06,Heartbeat,0101,N/A
2025-08-14 07:54:05.731,78780A1345060400010146E2060D0A,GT06,Heartbeat,0101,N/A
2025-08-14 07:58:06.011,78780A1345060400010147F38F0D0A,GT06,Heartbeat,0101,N/A
