Data/Hora Inclusão,Data/Hora Evento,IMEI,Sequência,Tipo Mensagem,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Alimentação Externa,Bateria interna,Analog Input Status,Satélites,Duração da Ignição,Velocidade,Azimuth,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Realtime positioning,GPS valido,Hodômetro Total,Horímetro Total,Tipo de Rede,Qualidade do sinal de GSM
2025-08-11 14:26:14,,0868022036382328,0,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 14:26:25,,0868022036382328,0,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 14:26:28,,0868022036382328,0,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 14:54:45,,0868022036382328,0,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 14:54:56,,0868022036382328,0,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 14:54:59,,0868022036382328,0,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 15:10:54,,0868022036382328,0,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 15:11:06,,0868022036382328,0,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 15:11:09,,0868022036382328,0,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 15:11:19,,0868022036382328,350,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 15:11:19,,0868022036382328,351,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 15:11:20,,0868022036382328,378,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 15:11:21,,0868022036382328,0,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 15:11:27,,0868022036382328,194,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 15:11:28,,0868022036382328,228,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 15:11:28,,0868022036382328,241,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 15:11:29,,0868022036382328,259,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 15:11:35,,0868022036382328,0,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 15:11:38,,0868022036382328,119,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 15:11:39,,0868022036382328,121,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 15:11:49,,0868022036382328,0,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 15:11:57,,0868022036382328,275,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 15:11:57,,0868022036382328,283,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 15:11:59,,0868022036382328,346,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 15:12:08,,0868022036382328,0,Login,77,GT06V4,,,,,,,,,,,
2025-08-11 15:12:27,,0868022036382328,0,Login,77,GT06V4,,,,,,,,,,,
