Data/Hora Inclusão,Data/Hora Evento,IMEI,Sequência,Tipo Mensagem,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Alimentação Externa,Bateria interna interna,Analog Input Status,Satélites,Duração da Ignição,Velocidade,Azimuth,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Realtime positioning,GPS valido,Hodômetro Total,Horímetro Total,Tipo de Rede,Qualidade do sinal de GSM,Terminal information,Carregamento,Funcionamento,Alarmes internos,Rastramento,Gás/Oléo
2025-08-18 13:14:52,,0868022035429872,0,Login,77,GT06V4,,,,,,,,,,,
2025-08-18 13:14:54,,0868022035429872,1,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-18 13:14:55,2025-08-05 18:39:05,0868022035429872,2,IGF,77,GT06V4,,,Bateria extremamente alta,0,12,,0,0,-23.322056,-51.157027,0000,00,0000,000000,0,0,500.7,,,,00000100,Carregamento on,Desativado,Normal,Rastreamento de GPS inativo,Oléo e eletricidade inativo
2025-08-18 13:14:56,,0868022035429872,3,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-18 13:14:56,2025-08-05 18:39:11,0868022035429872,4,IGN,77,GT06V4,,,Bateria extremamente alta,1,12,,0,0,-23.322056,-51.157027,0000,00,0000,000000,0,0,500.7,,,,00000110,Carregamento on,Desativado,Normal,Rastreamento de GPS inativo,Oléo e eletricidade inativo
2025-08-18 13:15:52,,0868022035429872,0,Login,77,GT06V4,,,,,,,,,,,
2025-08-18 13:15:54,,0868022035429872,1,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-18 13:15:55,2025-08-18 13:15:00,0868022035429872,2,IGF,77,GT06V4,,,Bateria extremamente alta,0,12,,0,0,-23.322056,-51.157027,0000,00,0000,000000,0,0,500.7,,,,00000100,Carregamento on,Desativado,Normal,Rastreamento de GPS inativo,Oléo e eletricidade inativo
2025-08-18 13:15:56,,0868022035429872,3,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-18 13:16:07,2025-08-18 13:16:05,0868022035429872,4,IGN,77,GT06V4,,,Bateria extremamente alta,1,12,,0,0,-23.322056,-51.157027,02D4,04,8632,318C0F,0,0,500.7,,,,00000110,Carregamento on,Desativado,Normal,Rastreamento de GPS inativo,Oléo e eletricidade inativo
2025-08-18 13:16:08,,0868022035429872,5,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-18 13:18:49,,0868022035429872,0,Login,77,GT06V4,,,,,,,,,,,
2025-08-18 13:18:51,,0868022035429872,1,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-18 13:18:52,2025-08-18 13:16:00,0868022035429872,2,IGF,77,GT06V4,,,Bateria extremamente alta,0,12,,0,0,-23.322056,-51.157027,0000,00,0000,000000,0,0,500.7,,,,00000100,Carregamento on,Desativado,Normal,Rastreamento de GPS inativo,Oléo e eletricidade inativo
2025-08-18 13:19:18,,0868022035429872,0,Login,77,GT06V4,,,,,,,,,,,
2025-08-18 13:19:20,,0868022035429872,1,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-18 13:19:21,2025-08-18 13:16:00,0868022035429872,2,IGN,77,GT06V4,,,Bateria extremamente alta,1,12,,0,0,-23.322056,-51.157027,0000,00,0000,000000,0,0,500.7,,,,00000110,Carregamento on,Desativado,Normal,Rastreamento de GPS inativo,Oléo e eletricidade inativo
2025-08-18 13:19:22,,0868022035429872,3,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-18 13:20:01,2025-08-18 13:19:59,0868022035429872,4,Temporizada,77,GT06V4,555,11.60,,1,3,,0,0,-23.322056,-51.157027,02D4,04,8632,0430007B,0,0,500.7,03-12:30:52,4,
