Data/Hora Inclusão,Data/Hora Evento,IMEI,Sequência,Tipo Mensagem,Diff_Posicionamento,Diff_ModoEco,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Alimentação Externa,Bateria interna interna,Analog Input Status,Satélites,Duração da Ignição,Velocidade,Azimuth,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Realtime positioning,GPS valido,Hodômetro Total,Horímetro Total,Tipo de Rede,Qualidade do sinal de GSM,Terminal information,Carregamento,Funcionamento,Alarmes internos,Rastramento,Gás/Oléo
2025-08-19 15:46:12,2025-08-01 20:01:26,865209077385137,212,Posicionamento por tempo em movimento,,,77,GT06V4,555.0,12.8,,1.0,9.0,,0.0,356.0,-23.489204,-46.654929,02D4,03,79BB,0102280B,0.0,1.0,5768.2,24-01:41:21,4.0,,,,,,,
2025-08-19 15:46:12,,865209077385137,213,Heartbeat,,,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,
2025-08-19 15:46:12,2025-08-01 20:04:26,865209077385137,214,Posicionamento por tempo em movimento,00:03:00,,77,GT06V4,555.0,12.9,,1.0,9.0,,0.0,356.0,-23.489176,-46.654911,02D4,03,79BB,0102280B,0.0,1.0,5768.2,24-01:44:21,4.0,,,,,,,
2025-08-19 15:46:12,,865209077385137,215,Heartbeat,,,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,
2025-08-19 15:46:12,2025-08-01 20:07:26,865209077385137,216,Posicionamento por tempo em movimento,00:03:00,,77,GT06V4,555.0,12.9,,1.0,9.0,,0.0,356.0,-23.48918,-46.654924,02D4,03,79BB,0102280B,0.0,1.0,5768.2,24-01:47:21,4.0,,,,,,,
2025-08-19 15:46:12,,865209077385137,217,Heartbeat,,,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,
2025-08-19 15:46:12,2025-08-01 20:10:26,865209077385137,218,Posicionamento por tempo em movimento,00:03:00,,77,GT06V4,555.0,12.9,,1.0,9.0,,0.0,356.0,-23.489167,-46.654911,02D4,03,79BB,0102280B,0.0,1.0,5768.2,24-01:50:21,4.0,,,,,,,
2025-08-19 15:46:12,2025-08-01 20:11:02,865209077385137,219,IGF,,,77,GT06V4,,,Bateria extremamente alta,0.0,12.0,,0.0,356.0,-23.48916,-46.654898,02D4,03,79BB,02280B,0.0,1.0,5768.2,,,,1000100.0,Carregamento on,Desativado,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo
2025-08-19 15:46:12,,865209077385137,220,Heartbeat,,,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,
2025-08-19 15:46:12,2025-08-01 20:12:02,865209077385137,221,Modo econômico,,00:01:00,77,GT06V4,555.0,12.9,,0.0,9.0,,0.0,356.0,-23.48916,-46.654898,02D4,03,79BB,0102280B,0.0,1.0,5768.2,24-01:50:57,4.0,,,,,,,
2025-08-19 15:46:12,,865209077385137,222,Heartbeat,,,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,
2025-08-19 15:46:12,,865209077385137,223,Heartbeat,,,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,
2025-08-19 15:46:12,,865209077385137,224,Heartbeat,,,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,
2025-08-19 15:46:12,2025-08-01 20:18:54,865209077385137,225,IGN,,,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,0.0,356.0,-23.48916,-46.654898,02D4,03,79BB,02280B,0.0,1.0,5768.2,,,,1000111.0,Carregamento on,Normal,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo
2025-08-19 15:46:12,,865209077385137,226,Heartbeat,,,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,
2025-08-19 15:46:12,,865209077385137,227,Heartbeat,,,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,
2025-08-19 15:46:12,2025-08-01 20:21:54,865209077385137,228,Posicionamento por tempo em movimento,00:03:00,,77,GT06V4,555.0,14.0,,1.0,9.0,,0.0,52.0,-23.485482,-46.655764,02D4,03,79BB,0A10970B,0.0,1.0,5769.0,24-01:53:57,4.0,,,,,,,
2025-08-19 15:46:12,,865209077385137,229,Heartbeat,,,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,
2025-08-19 15:46:12,2025-08-01 20:24:54,865209077385137,230,Posicionamento por tempo em movimento,00:03:00,,77,GT06V4,555.0,14.0,,1.0,9.0,,33.0,314.0,-23.482684,-46.6604,02D4,03,79BB,0A108B01,0.0,1.0,5770.1,24-01:56:57,4.0,,,,,,,
2025-08-19 15:46:12,,865209077385137,231,Heartbeat,,,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,
2025-08-19 15:46:12,2025-08-01 20:27:54,865209077385137,232,Posicionamento por tempo em movimento,00:03:00,,77,GT06V4,555.0,12.7,,1.0,8.0,,0.0,144.0,-23.481107,-46.661613,02D4,03,79BB,0A108B17,0.0,1.0,5770.4,24-01:59:57,4.0,,,,,,,
2025-08-19 15:46:12,,865209077385137,233,Heartbeat,,,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,
2025-08-19 15:46:12,2025-08-01 20:30:54,865209077385137,234,Posicionamento por tempo em movimento,00:03:00,,77,GT06V4,555.0,12.9,,1.0,8.0,,0.0,48.0,-23.480996,-46.661627,02D4,03,79BB,0A108B0B,0.0,1.0,5770.4,24-02:02:57,4.0,,,,,,,
2025-08-19 15:46:12,2025-08-01 20:33:54,865209077385137,235,Posicionamento por tempo em movimento,00:03:00,,77,GT06V4,555.0,12.9,,1.0,8.0,,0.0,48.0,-23.481056,-46.661649,02D4,03,79BB,0A108B0B,0.0,1.0,5770.4,24-02:05:57,4.0,,,,,,,
2025-08-19 15:46:12,,865209077385137,236,Heartbeat,,,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,
2025-08-19 15:46:12,2025-08-01 20:36:55,865209077385137,237,Posicionamento por tempo em movimento,00:03:01,,77,GT06V4,555.0,12.8,,1.0,6.0,,0.0,48.0,-23.481,-46.661604,02D4,03,79BB,0A108B0B,0.0,1.0,5770.4,24-02:08:57,4.0,,,,,,,
2025-08-19 15:46:12,,865209077385137,238,Heartbeat,,,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,
2025-08-19 15:46:12,2025-08-01 20:39:55,865209077385137,239,Posicionamento por tempo em movimento,00:03:00,,77,GT06V4,555.0,12.9,,1.0,6.0,,0.0,340.0,-23.481024,-46.661622,02D4,0A,E9A3,0C3EFA35,0.0,1.0,5770.4,24-02:11:57,4.0,,,,,,,
2025-08-19 15:46:12,2025-08-01 20:40:28,865209077385137,240,IGF,,,77,GT06V4,,,Bateria extremamente alta,0.0,12.0,,0.0,340.0,-23.481024,-46.661636,02D4,03,79BB,108B0B,0.0,1.0,5770.4,,,,1000100.0,Carregamento on,Desativado,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo
2025-08-19 15:46:12,,865209077385137,241,Heartbeat,,,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,
2025-08-19 15:46:12,2025-08-01 20:41:28,865209077385137,242,Modo econômico,,00:01:00,77,GT06V4,555.0,12.8,,0.0,6.0,,0.0,340.0,-23.481024,-46.661636,02D4,03,79BB,0A108B0B,0.0,1.0,5770.4,24-02:12:30,4.0,,,,,,,
2025-08-19 15:46:12,,865209077385137,243,Heartbeat,,,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,4.0,,,,,,
